ensembl_gene_id,hgnc_symbol,gene_biotype,Chr,Start,End,BASALB,BASALA,BASALB,BASALB,BASALB,BASALA,BASALB,BASALB,BASALB,BASALA,BASALB,BASALB,BASALA,BASALA,BASALB,BASALA,BASALA,BASALA,BASALA,BASALA,BASALA,BASALB,BASALA,BASALA,BASALB,BASALA,BASALA,BASALB,BASALB,BASALB,BASALB,BASALA,BASALA,BASALB,BASALB,BASALB,BASALA,BASALB,BASALA,BASALB,BASALB,BASALB,BASALB,BASALA,BASALB,BASALA,BASALB,BASALA,BASALA,BASALA,BASALB,BASALA,BASALA,BASALA,BASALA,BASALA,BASALB,BASALA,BASALA,BASALA,BASALB,BASALA
ensembl_gene_id,hgnc_symbol,gene_biotype,Chr,Start,End,Hs_578T,HCC1187,MDAMB157,MDAMB436,BT549,BT20,BT549.1,CAL120,CAL51,CAL851,DU4475,HBL100,HCC1143,HCC1187.1,HCC1395,HCC1569,HCC1599,HCC1806,HCC1937,HCC1954,HCC3153,HCC38,HCC70,HDQP1,HS578T,JIMT1,MACLS2,MB157,MDAMB157.1,MDAMB231,MDAMB436.1,MDAMB468,MX1,SKBR7,SUM102,SUM1315,SUM149,SUM159,SUM229,SW527,UACC3199,CAL120.1,HCC38.1,HCC1599.1,HCC1395.1,MDAMB468.1,MDAMB231.1,HCC1954.1,JIMT1.1,HDQP1.1,HMC18,BT20.1,HCC1806.1,HCC2157,HCC1500,HCC1143.1,CAL51.1,CAL851.1,HCC1569.1,HCC70.1,DU4475.1,HCC1937.1
ENSG00000002746,HECW1,protein_coding,chr7,43112598,43566000,0.5131680000000001,0.378684,0.342513,1.04637,2.63528,0.01188,2.13495,1.21838,0.126203,0.175476,1.33418,0.41146400000000005,0.431037,0.0,0.0242491,0.0033734000000000004,0.014819299999999999,0.172261,0.038670300000000005,0.0882245,0.13688599999999998,1.8763400000000001,0.016351599999999997,0.0351392,1.56285,0.579968,0.186506,0.131853,1.87821,0.610069,0.24234699999999998,0.0147334,0.0,2.08771,0.343287,2.55193,0.08910189999999998,1.5362,0.0225311,0.908624,0.350952,0.45474,0.390802,0.00680702,0.160865,0.00803433,0.393179,0.0370417,0.45154700000000003,0.0210888,0.00215439,0.00686503,0.032999400000000005,0.00223255,0.0,0.682992,0.308132,0.060656600000000005,0.0,0.053538300000000004,0.129005,0.0148373
ENSG00000005001,PRSS22,protein_coding,chr16,2852726,2858169,0.021151,0.990563,0.05276,0.0545747,0.12712400000000001,31.6346,NA,0.404198,0.061998000000000004,75.1233,2.63234,0.109582,74.7408,1.8434700000000002,0.0172848,16.1365,33.1315,12.5979,38.9225,73.8496,15.6659,26.673000000000002,43.9877,29.0967,0.061888900000000004,24.5975,27.9237,14.7602,0.03546919999999999,2.62565,NA,19.8619,7.98561,0.0,2.83299,0.15981099999999998,10.6737,NA,1.58695,0.9041379999999999,11.1437,0.27363200000000004,57.2288,46.802,0.482501,23.1588,2.53841,86.1925,50.4335,20.7238,6.09578,64.0547,17.5224,55.2496,16.602999999999998,52.5103,0.05773969999999999,25.2845,6.28799,77.8084,1.8079900000000002,27.5159
ENSG00000008323,PLEKHG6,protein_coding,chr12,6310435,6328505,0.10504300000000001,45.4501,0.220651,0.451725,0.564879,21.3352,0.154645,1.40127,5.35316,26.2615,2.66554,1.6183299999999998,11.5721,47.2569,0.176202,8.80964,11.8401,17.4443,29.5644,0.567612,19.9153,7.49458,16.2522,34.4161,0.097061,21.4081,17.1313,3.0626,0.24104899999999999,0.306505,0.356387,9.25155,0.596377,2.7793799999999997,1.70596,0.21930300000000003,21.5897,0.44149099999999997,12.0962,2.0796900000000003,15.1918,1.20356,8.42413,12.4015,0.348087,3.7408099999999997,0.265401,1.39555,15.5447,11.1447,0.934853,24.3254,7.1879800000000005,3.16795,1.35123,6.90605,3.6372400000000003,9.531260000000001,2.51784,18.5819,1.59728,20.2433
ENSG00000039068,CDH1,protein_coding,chr16,68737224,68835547,0.593192,63.5001,0.400947,0.23041,0.933866,215.335,0.973183,32.7723,24.2942,444.68300000000005,85.8005,2.20087,228.858,50.6399,0.32526,209.752,202.645,171.877,308.847,368.842,186.828,279.878,500.26099999999997,201.25799999999998,1.15714,164.507,252.361,64.3926,0.631081,7.83195,0.6452220000000001,71.3994,212.608,14.3888,335.402,1.0554299999999999,174.46,0.147982,192.675,18.9478,65.0212,19.637,130.77200000000002,73.0986,0.9358920000000001,62.068999999999996,0.780808,400.724,107.089,120.531,0.136985,394.269,39.2248,89.6789,245.847,178.935,33.4107,159.935,73.0919,372.17199999999997,47.398999999999994,251.796
ENSG00000049283,EPN3,protein_coding,chr17,50532542,50543749,0.257614,12.0579,0.223721,0.08370369999999999,0.172037,23.0275,0.0,0.610341,0.531381,8.37124,0.044880199999999995,1.42366,11.7809,7.65671,0.336839,24.0283,26.0881,13.3367,10.8598,40.9349,10.5156,10.9328,8.59145,5.237419999999999,0.145175,17.162,5.54605,2.12106,0.08960139999999998,0.745159,0.08516180000000001,8.91544,11.4782,0.0681994,8.997539999999999,0.33522199999999996,3.54439,0.033685400000000004,1.62573,0.152267,5.13706,0.342215,26.6539,23.3971,0.741775,21.4364,0.41751499999999997,42.8406,19.7108,3.8281,0.459284,31.4706,9.33267,13.9965,29.5904,14.620999999999999,0.66679,7.455010000000001,17.7519,29.0099,0.23506,15.6493
ENSG00000052344,PRSS8,protein_coding,chr16,31131432,31135761,0.09389360000000001,122.473,0.28626,0.262457,0.159893,61.2428,0.07958760000000001,1.52674,1.73542,59.3534,22.0522,0.993181,70.2039,139.393,0.140673,104.323,70.8484,57.7519,81.0836,108.635,88.5528,22.7677,241.361,45.0331,0.244211,103.54700000000001,168.567,6.12171,0.18807100000000002,0.320628,0.142263,86.9161,55.3948,0.857564,63.6771,0.0591193,45.0944,0.026308799999999997,14.5946,0.6986720000000001,0.772043,2.42941,49.9124,27.9447,0.43552399999999997,52.0337,0.202256,107.60799999999999,87.9055,27.997,0.0482876,53.1292,23.4258,69.2498,107.07,43.5076,1.04663,38.3474,61.5743,161.55,3.7034199999999995,63.0365
ENSG00000054179,ENTPD2,protein_coding,chr9,137048097,137054044,0.134172,22.9363,0.29006,0.5385270000000001,2.76868,3.7441,1.50122,0.503811,0.12235599999999999,6.39687,7.01243,0.60245,9.50168,25.0325,1.36693,27.7633,6.96772,17.9164,7.827660000000001,2.27469,5.79894,5.318280000000001,7.575060000000001,1.42058,0.12214000000000001,14.2766,6.41423,0.707867,0.33,0.043122,0.118278,6.983960000000001,24.3531,0.255744,8.64435,NA,7.44273,0.0150379,3.60819,5.31907,43.4798,0.28730300000000003,14.493,9.12541,1.33857,3.50996,0.0990922,1.84827,9.78381,1.51299,0.0220806,5.34238,7.48232,24.5922,39.8483,7.44198,1.9534599999999998,1.42659,34.9124,10.4257,16.9948,5.1387
ENSG00000059758,CDK17,protein_coding,chr12,96278260,96400559,10.9485,10.6421,11.3462,5.31935,9.76905,3.7877199999999998,16.2272,26.7704,32.9115,24.1422,89.3664,22.4125,12.5213,15.0628,14.6351,14.0933,13.4816,21.2986,12.4835,16.3616,11.8647,14.9427,14.3334,13.3281,15.3575,11.0562,15.3285,26.7916,19.6853,29.3151,15.6682,13.8028,13.2332,30.4793,22.5256,43.8425,10.384,37.891999999999996,14.6726,25.65,21.5916,13.9491,11.3505,6.53116,9.590869999999999,6.6729899999999995,10.837,11.2175,5.19784,3.58085,12.3594,4.24418,3.1736299999999997,2.5506599999999997,23.2075,8.14892,25.803,4.71064,6.32519,6.77101,35.3229,7.19844
ENSG00000065361,ERBB3,protein_coding,chr12,56079856,56103504,3.3197900000000002,29.9307,0.23508400000000002,0.483725,0.593835,26.2264,0.6416470000000001,11.7783,25.1978,97.7662,28.8622,4.4889,59.5706,45.8539,0.414894,90.2679,153.27100000000002,28.4816,33.1037,44.653,47.5401,73.3826,87.1648,91.715,0.681987,83.0069,60.5282,12.9479,0.842886,4.01575,1.1306200000000002,31.2169,43.2669,2.76697,10.3448,0.539796,26.2292,0.194217,24.4628,35.7115,42.8671,9.72127,55.302,67.2202,0.632484,21.0007,1.69797,37.1101,53.4278,27.6623,0.6585310000000001,29.9161,16.6047,60.7551,80.295,40.0712,17.8209,17.0323,122.538,56.4764,14.4822,26.8501
